3948,5,367,70
3949,1,379,143
3949,2,188,314
3949,4,272,103
3949,5,367,70
3950,1,379,143
3950,2,189,315
3950,4,274,103
3950,5,367,70
3951,1,379,143
3951,2,190,315
3951,4,276,103
3951,5,367,70
3952,1,379,143
3952,2,190,315
3952,4,279,103
3952,5,368,69
3953,1,379,143
3953,2,191,316
3953,4,281,104
3953,5,368,69
3954,1,379,143
3954,2,192,316
3954,4,283,106
3954,5,368,69
3955,1,379,143
3955,2,192,316
3955,4,285,108
3955,5,368,69
3956,1,380,143
3956,2,192,316
3956,4,287,110
3956,5,368,69
3957,1,380,143
3957,2,192,316
3957,4,288,113
3957,5,368,70
3958,1,380,143
3958,2,193,316
3958,4,289,116
3958,5,368,70
3959,1,380,143
3959,2,193,316
3959,4,288,119
3959,5,368,70
3960,1,380,143
3960,2,193,316
3960,4,288,120
3960,5,368,70
3961,1,380,143
3961,2,193,316
3961,4,287,121
3961,5,368,70
3962,1,380,143
3962,2,193,316
3962,4,286,121
3962,5,368,69
3963,1,380,143
3963,2,193,316
3963,4,285,121
3963,5,368,70
3964,1,380,143
3964,2,193,316
3964,4,284,121
3964,5,368,70
3965,1,380,143
3965,2,193,316
3965,4,284,121
3965,5,367,70
3966,1,380,143
3966,2,193,316
3966,4,285,121
3966,5,367,70
3967,1,380,143
3967,2,193,316
3967,4,284,121
3967,5,367,71
3968,1,380,143
3968,2,193,316
3968,4,284,121
3968,5,367,71
3969,1,380,143
3969,2,192,316
3969,4,284,121
3969,5,367,71
3970,1,380,143
3970,2,192,315
3970,4,284,121
3970,5,366,72
3971,1,380,143
3971,2,191,315
3971,4,284,121
3971,5,366,72
3972,1,381,144
3972,2,191,315
3972,4,285,121
3972,5,367,71
3973,1,381,144
3973,2,191,315
3973,4,285,121
3973,5,367,71
3974,1,381,144
3974,2,191,315
3974,4,285,121
3974,5,367,71
3975,1,381,144
3975,2,191,316
3975,4,284,121
3975,5,367,71
3976,1,382,144
3976,2,191,315
3976,4,284,121
3976,5,367,71
3977,1,382,144
3977,2,191,315
3977,4,285,121
3977,5,367,71
3978,1,382,144
3978,2,191,316
3978,4,285,121
3978,5,367,71
3979,1,381,144
3979,2,191,316
3979,4,285,121
3979,5,367,71
3980,1,381,144
3980,2,191,316
3980,4,285,121
3980,5,367,71
